Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
Detana TwinBee Yahho! Deluxe Pack,PS,1995,Shooter,nan,,
Truth or Lies,PS3,2010,Misc,nan,tbd,T
Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,PSP,2012,Role-Playing,nan,,
Quantum Theory,X360,2010,Shooter,37,3.6,M
Uta no Prince-Sama: Music 2,PSP,2013,Adventure,nan,,
Skylanders Imaginators,X360,2016,Platform,nan,tbd,E10+
Star Wars: Empire at War - Gold Pack,PC,2007,Strategy,nan,,
SpongeBob: HeroPants,X360,2015,Platform,nan,3.4,E
"Saiyuuki: Kinkaku, Ginkaku no Inbou",DS,2007,Role-Playing,nan,,
Tornado Outbreak,PS3,2009,Action,69,7.6,E10+
Bleach: Heat the Soul 6,PSP,2009,Fighting,nan,,
Mugen Keitai Disgaea,PS2,2007,Role-Playing,nan,,
Scrabble,PSP,2009,Misc,nan,tbd,E
Space Chimps,Wii,2008,Platform,nan,tbd,E10+
Justice League Heroes,DS,2006,Role-Playing,43,5.7,E10+
Back to the Future: The Game,PS3,2011,Adventure,66,6.8,
Action Man-Operation Extreme,PS,nan,Action,nan,,
Space Invaders Extreme,PSP,2008,Shooter,84,6.8,E
Fishing Master World Tour,Wii,2009,Sports,nan,tbd,E
Mystic Heroes,GC,2002,Action,67,8.5,T
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,PS2,2007,Misc,nan,,
Sega Casino,DS,2005,Misc,61,,T
Defender,XB,2002,Misc,69,tbd,T
Black & White 2,PC,2005,Strategy,nan,,
Captain Tsubasa: Aratanaru Densetsu Joshou,PS,2002,Sports,nan,,
Zoids Assault,X360,2007,Strategy,46,7.3,T
Arslan: The Warriors of Legend,PS4,2015,Action,69,6.6,T
Blood: The Last Vampire (Joukan),PS2,2000,Adventure,nan,,
World Championship Games: A Track & Field Event,DS,2008,Sports,nan,,
Clockwork Knight,SAT,1994,Platform,nan,,
Freestyle Metal X,PS2,2003,Racing,67,8.3,T
Pro Yaky? Spirits 2014,PSP,2014,Sports,nan,,
Sidewinder Max,PS2,2000,Simulation,nan,,
Kenka Banchou 2: Full Throttle,PS2,2007,Action,nan,,
Karaoke Revolution Presents American Idol Encore 2,X360,2008,Misc,nan,tbd,E10+
Dark Angel: Vampire Apocalypse,PS2,2001,Role-Playing,53,5.6,T
Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,2010,Misc,nan,,
Damnation,PS3,2009,Shooter,36,2.8,M
Monster Jam: Path of Destruction,PSP,2010,Racing,nan,tbd,E
Atelier Totori: The Adventurer of Arland,PSV,2012,Role-Playing,nan,,
No More Heroes: Red Zone,PS3,2011,Action,nan,,
Deadliest Catch: Sea of Chaos,X360,2010,Sports,36,tbd,E10+
Playmobil Circus,Wii,2009,Action,nan,tbd,E
Super Puzzle Fighter II,GBA,nan,Puzzle,83,9.5,E
Fate/Extella: The Umbral Star,PSV,2016,Action,nan,,T
Battle Stadium D.O.N,GC,2006,Fighting,nan,,
Family GameShow,Wii,2009,Misc,nan,tbd,E10+
Karaoke Revolution Presents American Idol Encore,PS3,2008,Misc,nan,6.6,E
Pipe Mania,DS,2008,Puzzle,71,tbd,E
Dora's Big Birthday Adventure,DS,2010,Misc,nan,tbd,E
Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,DS,2010,Action,nan,,
Kurikin: Nano Island Story,DS,2007,Role-Playing,nan,,
Supreme Commander,X360,2008,Strategy,56,5.7,E10+
Might & Magic Heroes VII,PC,2015,Strategy,nan,,
Transworld Snowboarding,XB,2002,Sports,74,9.2,T
NFL Blitz 20-02,GC,2002,Sports,77,tbd,E
World Soccer Winning Eleven 8 International,XB,2004,Sports,90,8.4,E
Sniper Elite,XB,2005,Shooter,77,8.5,M
Mahjong Cub3D,3DS,2011,Puzzle,67,5.3,E
Test Drive: Eve of Destruction,XB,2004,Racing,72,8.7,T
Blazblue: Continuum Shift Extend,PS3,2011,Fighting,73,7.5,T
Crimson Sea,XB,2002,Action,78,8.2,T
FIFA Street 3,DS,2008,Sports,56,tbd,E
Naruto Shippuden: Gekito Ninja Taisen! EX 2,Wii,2007,Fighting,nan,,
Red Bull BC One,DS,2008,Misc,48,5.3,E
The Weakest Link,PS,2001,Misc,63,7.2,E
Rock Band Country Track Pack 2,Wii,2011,Misc,nan,tbd,E10+
Lethal Enforcers,SNES,1993,Shooter,nan,,
Viewtiful Joe: Red Hot Rumble,PSP,2006,Action,63,6.3,T
Wolfenstein: The Old Blood,PC,2015,Action,76,7.6,M
GRID Autosport,X360,2014,Racing,75,6,E
Romance of the Three Kingdoms XII,PS3,2012,Strategy,nan,,
The Mummy: Tomb of the Dragon Emperor,DS,2008,Action,43,tbd,T
Ikaruga,GC,2003,Shooter,85,8.5,E
The Suffering: Ties That Bind,XB,2005,Action,76,9.1,M
Scooby-Doo! Unmasked,DS,2005,Platform,nan,,
MLB Superstars,Wii,2008,Sports,nan,tbd,E
Adventure Time: Finn & Jake Investigations,PS3,2015,Action,nan,,
Challenge Me: Brain Puzzles 2,DS,2010,Puzzle,nan,tbd,E
Remington Super Slam Hunting: Alaska,Wii,2011,Sports,nan,tbd,T
Reading Training,DS,2007,Misc,nan,,
Nobunaga's Ambition: Iron Triangle,PS2,2006,Strategy,76,8,E10+
Crysis: Maximum Edition,PC,2009,Shooter,nan,8.2,M
Cake Mania: Main Street,DS,2011,Simulation,nan,tbd,E10+
Jikkyou Powerful Pro Yakyuu 2012,PSV,2012,Action,nan,,
Roary the Racing Car,DS,2009,Misc,nan,,
The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,39,6.4,T
Harvest Moon: Boy & Girl,PSP,2005,Simulation,nan,,
Dreamer Series: Teacher,DS,2009,Simulation,nan,tbd,E
Knights in the Nightmare,PSP,2010,Role-Playing,75,7.7,T
Pillow Pets,DS,2011,Adventure,nan,tbd,E
Sengoku Basara 4: Sumeragi,PS3,2015,Action,nan,,
Terraria,3DS,2016,Action,71,7.1,T
Shrek Smash n' Crash Racing,PSP,2006,Racing,nan,9.3,E
El Tigre: The Adventures of Manny Rivera,DS,2007,Platform,53,tbd,E
Jambo! Safari Animal Rescue,Wii,2009,Simulation,nan,,
WRC 5: FIA World Rally Championship,PS3,2015,Sports,nan,,
Petz: Saddle Club,PSP,2009,Simulation,nan,tbd,E
Digimon World Re:Digitize Decode,3DS,2013,Role-Playing,nan,,
Digimon World 4,GC,2005,Role-Playing,55,8.1,E
MLB 2K9 Fantasy All-Stars,DS,2009,Sports,nan,tbd,E
Spectral Force 3,X360,2006,Role-Playing,59,7.5,T
Ford Racing 3,XB,2004,Racing,58,tbd,E
MLB SlugFest Loaded,XB,2004,Sports,77,tbd,T
Sotsugyou Crossworld,PS,1996,Simulation,nan,,
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,68,8,E10+
The Amazing Spider-Man (Console Version),WiiU,2013,Action,nan,,
Ys I & II Chronicles,PSP,2009,Role-Playing,nan,,
R: Racing Evolution,XB,2003,Racing,67,tbd,T
Bionicle,GBA,2003,Action,nan,tbd,E
The Ant Bully,Wii,2006,Platform,45,1.4,E10+
Risen 3: Titan Lords,PC,2014,Role-Playing,65,5.7,M
Bleach GC: Tasogare Ni Mamieru Shinigami,GC,2005,Fighting,nan,,
Chou Jigen Game Neptune Mk-II,PS3,2011,Role-Playing,nan,,
Battle Fantasia,X360,2008,Fighting,71,6.6,T
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,PS,2000,Sports,nan,,
Karaoke Revolution,XB,2004,Misc,80,8.5,E
Fire Pro Wrestling Returns,PS2,2005,Sports,78,8.5,T
Obscure: The Aftermath,PSP,2009,Action,66,8.2,M
Jimmy Neutron: Boy Genius,GC,2002,Platform,42,5.1,E
Henry Hatsworth in the Puzzling Adventure,DS,2009,Puzzle,82,8,E
Derby Stallion,SAT,1999,Sports,nan,,
Rollcage Stage II,PS,2000,Racing,85,8.9,E
Samurai Warriors 2: Xtreme Legends,PS2,2007,Action,50,8,T
Dead or Alive 5,XOne,2015,Fighting,nan,,
Karaoke Joysound Wii DX,Wii,2009,Misc,nan,,
Sloane to MacHale no Nazo no Monogatari 2,DS,2009,Puzzle,nan,,
Game Hits!,DS,2010,Misc,nan,,
Spider-Man: Edge of Time,Wii,2011,Action,62,5.2,T
Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,DS,2006,Misc,nan,,
Invasion From Beyond,PS,1998,Shooter,nan,,
Jumper: Griffin's Story,Wii,2008,Action,28,2.5,T
Forgotten Realms: Demon Stone,XB,2004,Action,72,6.5,T
Major League Baseball 2K7,PSP,2007,Sports,61,tbd,E
Rock Band 3,DS,2010,Misc,79,5.5,E10+
LEGO Star Wars II: The Original Trilogy,GBA,2006,Action,55,7,E
Dynasty Warriors 8: Empires,PS3,2014,Action,nan,tbd,T
Batman: A Telltale Game Series,PS4,2016,Adventure,nan,,
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005,Adventure,65,7.3,E10+
Mahjong Master,N64,1996,Misc,nan,,
Crash Boom Bang!,DS,2006,Misc,nan,,
Royal Palace of White Sword and The City of Gentiles,XB,2005,Role-Playing,nan,,
Top Gear Rally,GBA,2003,Racing,78,7.6,E
Red Faction: Armageddon,PC,2011,Shooter,75,6.7,M
BIT.TRIP COMPLETE,Wii,2011,Misc,84,8.7,E
L: the proLogue to DEATH NOTE - Rasen no Wana,DS,2008,Adventure,nan,,
Rugby 15,XOne,2015,Sports,20,3.1,E
Famicom Mini: Makaimura,GBA,2004,Platform,nan,,
The Witch and the Hundred Knight,PS4,2015,Role-Playing,nan,,
XIII,GC,2003,Shooter,73,7.7,M
Kuroko's Basketball: Ties to Future,3DS,2015,Action,nan,,
Data East Arcade Classics,Wii,2010,Misc,56,8.2,T
Ski and Shoot,Wii,2008,Sports,nan,tbd,E
The Incredibles: Rise of the Underminer,XB,2005,Action,63,tbd,E10+
Theme Hospital,PS,1998,Strategy,nan,,
Inazuma Eleven 3,3DS,2013,Role-Playing,nan,,
Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,70,7.5,T
ShellShock 2: Blood Trails,X360,2009,Shooter,30,5.9,M
Just Dance Wii U,WiiU,2014,Misc,nan,,
F.E.A.R. Files,X360,2007,Shooter,66,7.1,M
ChuChu Rocket!,GBA,2001,Strategy,nan,,
FIFA 12,PS2,2011,Sports,nan,,
Codename Tenka,PS,1997,Shooter,nan,,
Savage Skies,PS2,2002,Shooter,56,tbd,M
Indianapolis 500 Legends,DS,2007,Racing,51,tbd,E
Sega Bass Fishing,DC,1999,Sports,nan,,
Walt Disney's The Jungle Book: Rhythm N'Groove,PS,2000,Misc,nan,,
Assassin's Creed Chronicles,PS4,2016,Action,nan,6.1,T
The Smurfs 2,WiiU,2013,Platform,42,5.6,E
Lara Croft and the Temple of Osiris,PS4,2014,Action,74,6.7,T
Million God,PS2,2002,Misc,nan,,
Cyberia,PS,1995,Action,nan,,
The Sims 2: Apartment Life,PC,2008,Simulation,75,7.7,T
Killer7,PS2,2005,Action,70,8.1,M
Age of Mythology,PC,2002,Strategy,89,8.9,T
Busy Scissors,Wii,2010,Simulation,nan,tbd,E
Lost Heroes,3DS,2012,Role-Playing,nan,,
Astro Boy,PS2,2004,Action,54,6.9,E
RollerCoaster Tycoon 3: Platinum,PC,2005,Strategy,nan,,
SD Gundam G Generation Genesis,PSV,2016,Strategy,nan,,
Wacky World of Sports,Wii,2009,Sports,45,tbd,E10+
Puss in Boots,PS3,2011,Action,70,7,E10+
Monster House,GBA,2006,Adventure,69,9,E
Wing Commander IV: The Price of Freedom,PS,1997,Simulation,nan,,
Cloudy With a Chance of Meatballs,X360,2009,Platform,62,6.5,E
Charlotte's Web,DS,2006,Action,60,tbd,E
MetropolisMania,PS2,2001,Strategy,63,7.1,T
Mystery Stories: Curse of the Ancient Spirits,DS,2011,Adventure,nan,tbd,E10+
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army,PS2,2006,Role-Playing,nan,,
Bomberman Land Touch!,DS,2006,Puzzle,nan,,
Monster Jam: Urban Assault,PSP,2008,Racing,nan,tbd,E
My Make-Up,DS,2008,Misc,nan,tbd,E
50 Cent: Bulletproof,PSP,2006,Action,nan,,
Princess Maker 2,SAT,1995,Simulation,nan,,
NCAA Football 08,XB,2007,Sports,82,8.1,E
SRS: Street Racing Syndicate,GC,2004,Racing,nan,,
Ephemeral Fantasia,PS2,2000,Role-Playing,48,6.3,T
1 vs. 100,DS,2008,Misc,38,3.2,E
Winter Sports 2: The Next Challenge,PS2,2008,Sports,nan,tbd,E
Destroy All Humans! Path of the Furon,PS3,2009,Action,nan,,
Major League Baseball 2K9,PSP,2009,Sports,nan,tbd,E
Aibou DS,DS,2009,Adventure,nan,,
Great Party Games,Wii,2010,Misc,nan,,
Tokimeki Memorial: Taisen Pazurudama,SAT,1996,Puzzle,nan,,
Beat Sketch!,PS3,2010,Misc,nan,,
Bleach: Heat the Soul 5,PSP,2008,Fighting,nan,,
Koudelka,PS,1999,Role-Playing,nan,,
Animal Planet: Emergency Vets,DS,2009,Simulation,nan,tbd,E
IHRA Drag Racing: Sportsman Edition,PS2,2006,Racing,nan,tbd,E10+
Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,1995,Misc,nan,,
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,2004,Adventure,nan,,
Counter-Strike: Source,PC,2004,Shooter,88,8.9,M
Puzzle Chronicles,PSP,2010,Puzzle,62,tbd,E10+
Ski-Doo Snowmobile Challenge,Wii,2009,Racing,nan,tbd,E
Gray Matter,PC,2011,Adventure,72,7.7,T
Brain Voyage,DS,2008,Puzzle,52,tbd,E
America's Army: True Soldiers,X360,2007,Shooter,43,6.7,T
Adventure Time: Finn & Jake Investigations,3DS,2015,Action,nan,,
Toukiden 2,PS4,2016,Action,nan,,
Raiden Fighters Aces,X360,2008,Shooter,73,7.5,E10+
My Stop Smoking Coach: Allen Carr's EasyWay,DS,2008,Misc,nan,tbd,E
SD Gundam G Generation Genesis,PS4,2016,Strategy,nan,,
NASCAR The Game: Inside Line,PS3,2012,Racing,76,4.5,E
Star Wars: Empire at War,PC,2006,Strategy,79,8.4,T
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,PS2,2007,Misc,nan,,
BlazBlue Central Fiction,PS4,2016,Fighting,85,7.6,T
Wreckin Crew,PS,1998,Racing,nan,,
Theme Park,SAT,1994,Simulation,nan,,
Famicom Mini: Mario Bros.,GBA,2004,Platform,nan,,
RockMan EXE 4.5 Real Operation,GBA,2004,Role-Playing,nan,,
Rescue Heroes: Billy Blazes,GBA,2003,Action,nan,,
Jaws: Ultimate Predator,Wii,2011,Action,nan,6.3,T
Are You Smarter Than a 5th Grader? Back to School,DS,2010,Misc,nan,tbd,E
Sega GT Online,XB,2003,Racing,72,9.2,T
SingStar: Made In Germany,PS3,2009,Misc,nan,,
Derby Tsuku: Derby Uma o Tsukurou!,DC,2000,Sports,nan,,
Frantix,PSP,2005,Puzzle,nan,,
Knights in the Nightmare,DS,2008,Role-Playing,76,8.6,T
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GBA,2005,Adventure,nan,,
Marvel Nemesis: Rise of the Imperfects,DS,2005,Fighting,34,6.5,E10+
Prisoner of War,XB,2002,Adventure,64,tbd,T
Konami Classics Vol. 1,X360,2009,Misc,nan,tbd,T
Princess Isabella: A Witch's Curse,DS,2010,Adventure,nan,tbd,E
S.C.A.R.S,PS,1998,Racing,nan,,
The King of Fighters '98: Dream Match Never Ends,PS,1999,Fighting,nan,,
The Seven Deadly Sins: Unjust Sin,3DS,2015,Adventure,nan,,
ESPN NFL Primetime 2002,PS2,2001,Sports,65,tbd,E
Zoids: Legacy,GBA,2003,Role-Playing,nan,8.9,E
Kidou Senshi Gundam 00,DS,2008,Action,nan,,
Nano Assault,3DS,2011,Shooter,75,7.7,E10+
Captain America: Super Soldier,3DS,2011,Action,51,5,T
Onimusha Tactics,GBA,2003,Strategy,64,8.7,T
Bomberman Jetters,GC,2002,Puzzle,70,7.9,E
Nikoli's Pencil Puzzle,3DS,2011,Puzzle,61,tbd,E
TOCA Race Driver 3,PS2,2006,Racing,82,7.2,E10+
Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,31,5,T
Deadliest Catch: Sea of Chaos,PS3,2010,Sports,48,tbd,E10+
Pac-Man Power Pack,PS2,2008,Misc,nan,tbd,E
How to Train Your Dragon 2,WiiU,2014,Adventure,47,4.9,E10+
Blacksite: Area 51,PS3,2007,Shooter,56,6.3,T
Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,73,7.3,E
Ultimate Brain Games,GBA,2003,Misc,80,8.3,E
Charm Girls Club: My Fashion Show,DS,nan,Simulation,nan,tbd,E
Angry Birds Star Wars,PSV,2013,Strategy,nan,2,E
Exit,PSP,2005,Puzzle,77,7.7,E
Armorines: Project S.W.A.R.M.,PS,2000,Shooter,nan,,
Gundam Seed: Battle Assault,GBA,2004,Fighting,nan,,
Harvey Birdman: Attorney at Law,Wii,2008,Adventure,60,7.8,T
Chibi Maruko-Chan: Harikiri 365-Nichi no Maki,SNES,1991,Misc,nan,,
The Voice,X360,2014,Action,nan,,
SaGa 3: Jikuu no Hasha - Shadow or Light,DS,2011,Role-Playing,nan,,
Thomas & Friends: Hero of the Rails,DS,2010,Misc,nan,,
The Secret Saturdays: Beasts of the 5th Sun,DS,2009,Action,60,tbd,E10+
Wonder World Amusement Park,DS,2009,Misc,nan,tbd,E
Famicom Mini: Adventure Island,GBA,2004,Action,nan,,
Aliens versus Predator: Extinction,XB,2003,Strategy,64,7.7,T
Bejeweled 3,PC,2010,Puzzle,82,8.1,E
RTX Red Rock,PS2,2003,Shooter,49,5,T
Tokimeki Memorial: Girl's Side,PS2,2002,Adventure,nan,,
FIFA Street 2,XB,2006,Sports,63,7.1,E
Smart Bomb,PSP,2005,Puzzle,45,5.4,E10+
Edna & Harvey: Harvey's New Eyes,PC,2011,Adventure,nan,,
Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,77,8.8,T
Shining Soul II,GBA,2003,Role-Playing,74,8.3,E
Orega Kantoku Da! Gekitou Pennant Race,PS2,2000,Sports,nan,,
Guilty Gear XX Accent Core Plus,PSP,2008,Fighting,nan,6.7,T
The Golf Club,PS4,2014,Sports,66,6.3,E
Hello Kitty: Roller Rescue,GC,2005,Action,64,6.8,E
Jikkyou Powerful Pro Yakyuu 12,GC,2005,Sports,nan,,
Metal Slug Advance,GBA,2004,Shooter,79,8.3,T
Pac-Man World Rally,GC,2006,Racing,57,7.8,E
Gradius Galaxies,GBA,2001,Shooter,78,tbd,E
Blazing Angels: Squadrons of WWII,XB,2006,Simulation,69,6.8,T
God Eater Resurrection,PS4,2015,Action,70,7.8,T
Mortal Kombat Kollection,PS2,2008,Fighting,nan,tbd,M
NHL 2K7,X360,2006,Sports,78,7.9,E10+
LEGO Soccer Mania,PS2,2002,Sports,61,tbd,E
Blades of Blood: Samurai Shodown III,PS,1995,Fighting,nan,,
MotoGP 14 ,X360,2014,Racing,nan,tbd,E
Gundam the 3D Battle,3DS,2011,Action,nan,,
Air Conflicts: Secret Wars,X360,2011,Simulation,61,tbd,T
Face Racers: Photo Finish,3DS,nan,Racing,nan,tbd,E
Miami Nights: Singles in the City,DS,2008,Simulation,48,7.1,T
Shovel Knight,PS4,2015,Platform,90,7.6,E
Godzilla Generations,DC,1998,Action,nan,,
Strider 2,PS,2000,Platform,69,8.1,E
Forbidden Siren 2,PS2,2006,Action,nan,,
Board Game Classics,GBA,2005,Misc,nan,tbd,E
Invizimals: The Alliance,PSV,2013,Action,69,6.8,E10+
Midnight Play! Pack,DS,2008,Misc,nan,,
Junior Mystery Quest,DS,2011,Puzzle,nan,tbd,E
Death Jr. and the Science Fair of Doom,DS,2007,Platform,47,7.5,E10+
101-in-1 Sports Megamix,DS,2010,Sports,nan,tbd,E10+
Shin Megami Tensei: Digital Devil Saga 2,PS2,2005,Role-Playing,82,7.9,M
Pro Evolution Soccer 2013,PC,2012,Sports,80,6.9,E
Transformers: Devastation,PS3,2015,Action,nan,7.1,T
Playmobil Pirates,DS,2009,Action,nan,tbd,E10+
Zatch Bell! Mamodo Battles,PS2,2005,Fighting,nan,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,2011,Action,nan,,
Wildlife Park 3,PC,2011,Simulation,nan,tbd,
Get Fit with Mel B,Wii,2010,Sports,nan,tbd,E
Battleborn,PC,2016,Shooter,69,6.9,T
Dream Day: Wedding Destinations,DS,2009,Simulation,nan,tbd,E
Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,46,7.3,T
Cloudy With a Chance of Meatballs,PSP,2009,Platform,nan,tbd,E
Iron Man / X-O Manowar in Heavy Metal,PS,1996,Platform,nan,,
Kamen Rider: Travelers Senki,3DS,2013,Action,nan,,
Derby Stallion 98,SNES,1998,Sports,nan,,
Pimp My Ride: Street Racing,PS2,2009,Racing,nan,,
Pretty Rhythm: My Deco Rainbow Wedding,3DS,2013,Misc,nan,,
Robotron X,PS,1996,Shooter,nan,,
Naruto Shippuden: Shinobi Rumble,DS,2010,Fighting,nan,tbd,T
Martian Panic,Wii,2010,Adventure,nan,tbd,T
J-League Winning Eleven 2009: Club Championship,PS2,2009,Sports,nan,,
Don King Boxing,DS,2009,Sports,71,7.8,T
Build 'n Race,Wii,2009,Racing,nan,tbd,E
Grand Prix Challenge,PS2,2002,Racing,76,9.2,E
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,2009,Adventure,nan,,
Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,nan,,
FIFA Soccer 2005,GBA,2004,Sports,75,7.8,E
PoPoLoCrois (JP sales),PSP,2005,Role-Playing,nan,,
ShellShock 2: Blood Trails,PS3,2009,Shooter,35,4.8,M
Ken to Mahou to Gakuen Mono. 2,PSP,2009,Role-Playing,nan,,
Mega Man Legacy Collection,PS4,2016,Platform,77,6.1,E
Knights Contract,PS3,2011,Action,51,6,M
Kaijuu Busters Powered,DS,2011,Action,nan,,
NHL 06,GC,2005,Sports,78,9.3,E10+
The Spiderwick Chronicles,DS,2008,Action,60,tbd,E10+
Initial D: Extreme Stage,PS3,2008,Racing,nan,,
Pinobee: Wings of Adventure,GBA,2001,Platform,61,tbd,E
Touch Mechanic,DS,2008,Simulation,54,tbd,E
State of Emergency 2,PS2,2006,Shooter,44,5.8,M
Sushi Academy,DS,2009,Action,nan,tbd,E
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007,Role-Playing,nan,,
One Piece: Romance Dawn - Bouken no Yoake,3DS,2013,Fighting,nan,,
I Am In The Movie,Wii,2012,Simulation,nan,,
Fatal Frame III: The Tormented,PS2,2005,Action,78,8.9,M
Zero: Tsukihami no Kamen,Wii,nan,Action,nan,,
Seven Samurai 20XX,PS2,2004,Action,52,7,T
Generator Rex: Agent of Providence,Wii,2011,Action,nan,tbd,E10+
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,65,5.6,E10+
Risen 3: Titan Lords,PS3,2014,Role-Playing,36,3.7,M
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,2008,Misc,nan,,
Transformers: Devastation,X360,2015,Action,nan,8.4,T
Jikkyou Powerful Pro Yakyuu 15,Wii,2008,Sports,nan,,
Tornado Outbreak,X360,2009,Action,62,8,E10+
Ninjabread Man,Wii,2007,Action,20,1.7,E
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,78,8,T
DanceDanceRevolution,X360,2011,Simulation,nan,tbd,E10+
Battlefield 2,PC,2005,Shooter,91,8.4,T
Slayers Royal,PS,1998,Role-Playing,nan,,
Swingerz Golf,GC,2002,Sports,72,9.3,E
Pro Evolution Soccer 2008 (JP sales),DS,2007,Sports,nan,,
Murder in Venice,DS,2011,Adventure,nan,tbd,E10+
Titanfall 2,PC,2016,Shooter,85,8,M
Persona 4: Arena Ultimax,X360,2014,Fighting,85,7.4,T
Supremacy MMA,X360,2011,Fighting,49,6.2,M
Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,2013,Misc,nan,,
The King of Fighters 2006,PS2,2006,Fighting,66,8.6,T
The Hidden,3DS,nan,Adventure,nan,4.2,E10+
Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,70,8.8,T
FIFA Soccer 2003,GC,2002,Sports,86,7.8,E
DaGeDar,DS,2011,Action,nan,tbd,E
Little League World Series Baseball 2010,PS3,2010,Sports,61,tbd,E
Outlaw Golf,GC,2002,Sports,69,tbd,T
Steins;Gate: Hiyoku Renri no Darling,X360,2011,Adventure,nan,,
Major League Baseball 2K11,PC,2011,Sports,74,5.9,E
King's Field (Japan),PS,1994,Role-Playing,nan,,
Slam 'n Jam '96 featuring Magic & Kareem,PS,1995,Sports,nan,,
Petz: Dogz Family,PSP,2009,Simulation,nan,tbd,E
My English Coach: Para Hispanoparlantes,DS,2009,Misc,nan,tbd,E
ToraDora Portable!,PSP,2009,Adventure,nan,,
The Italian Job,XB,2003,Racing,54,5.8,T
Smuggler's Run: Warzones,GC,2002,Misc,79,6.9,T
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,56,7.8,E
Warriors Orochi 3 Hyper,WiiU,2012,Action,64,7.4,T
Diva Girls: Divas on Ice,Wii,2009,Sports,nan,tbd,E
NBA 10: The Inside,PSP,2009,Sports,69,3,E
Kaidan Restaurant: Ura Menu 100-Sen,DS,2010,Misc,nan,,
Qubed,X360,2009,Puzzle,nan,tbd,E
R/C Stunt Copter,PS,1998,Simulation,nan,,
Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,DS,2007,Misc,nan,,
Cartoon Network: Punch Time Explosion XL,Wii,2011,Fighting,nan,,
Final Fantasy VI,PS,1999,Role-Playing,nan,,
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,51,3.1,E10+
WSC Real 11: World Snooker Championship,PS3,2011,Sports,nan,,
Pop'n Music,Wii,2009,Misc,nan,tbd,E
Jikkyou Powerful Major League 2009,PS2,2009,Sports,nan,,
Space Channel 5 Special Edition,PS2,2003,Misc,79,8.6,T
The Legend of Alon D'ar,PS2,2001,Role-Playing,43,6.7,T
Uta no Prince-Sama: All Star After Secret,PSP,2015,Action,nan,,
The Sims 3: Fast Lane Stuff,PC,2010,Simulation,nan,5.4,T
Black/Matrix,SAT,1998,Strategy,nan,,
My Friends,DS,2009,Misc,nan,tbd,E
Big Mutha Truckers,GC,2003,Racing,63,8.2,T
Man vs. Wild,PS3,2010,Action,nan,,
The King of Fighters '96,PS,1997,Fighting,nan,,
Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,62,tbd,E10+
Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,73,9,T
Sniper: Ghost Warrior 2,PC,2013,Shooter,52,5.8,M
Samurai Shodown Sen,X360,2009,Fighting,46,5.2,M
NHL Breakaway 99,N64,1998,Sports,nan,,
Tony Hawk's Pro Skater 3,N64,2002,Sports,nan,,
Iggy's Reckin' Balls,N64,1998,Racing,nan,,
The Space Bar,SAT,1996,Adventure,nan,,
Bust-A-Move 2 Arcade Edition,N64,1997,Puzzle,nan,,
Knife Edge: NoseGunner,N64,1998,Shooter,nan,,
Wetrix,N64,1998,Puzzle,nan,,
EyeCreate,PS3,2007,Misc,nan,,
Samurai Western,PS2,2004,Action,58,7.6,M
Looney Tunes: Acme Arsenal,X360,2007,Action,40,6.8,E10+
